"Date Time, GMT-07:00",Lake+Air pressure (kpa),Lake Temp (°C),Air pressure (kpa),Air Temp (°C),Lake pressure (kpa),Lake depth (m)
2023-06-22 15:00:00,90.248,22.908,89.551,16.523,0.697,0.071
2023-06-22 15:30:00,90.159,25.416,89.269,18.996,0.890,0.091
2023-06-22 16:00:00,90.035,25.805,89.386,19.472,0.649,0.066
2023-06-22 16:30:00,90.173,24.255,89.451,20.424,0.722,0.074
2023-06-22 17:00:00,90.111,24.448,89.3,20.901,0.811,0.083
2023-06-22 17:30:00,90.118,23.869,89.186,21.473,0.932,0.095
2023-06-22 18:00:00,90.006,23.292,89.173,21.091,0.833,0.085
2023-06-22 18:30:00,90.073,22.621,89.254,20.519,0.819,0.084
2023-06-22 19:00:00,90.086,21.473,89.176,21.187,0.910,0.093
2023-06-22 19:30:00,89.923,20.043,89.265,19.853,0.658,0.067
2023-06-22 20:00:00,90,18.331,89.212,19.282,0.788,0.080
2023-06-22 20:30:00,90.062,18.045,89.557,17.665,0.505,0.052
2023-06-22 21:00:00,90.144,15.569,89.744,15.378,0.400,0.041
2023-06-22 21:30:00,90.111,12.497,89.668,13.269,0.443,0.045
2023-06-22 22:00:00,90.121,11.139,89.959,12.11,0.162,0.017
2023-06-22 22:30:00,90.127,10.259,90.109,10.748,0.018,0.002
2023-06-22 23:00:00,90.133,9.373,89.661,10.357,0.472,0.048
2023-06-22 23:30:00,90.137,8.779,90.091,10.259,0.046,0.005
